PRODUCT_ID,TITLE_DK,TITLE_DK2,PRODUCT_TYPE,STATUS,STOCK,STOCK_LOW,STOCK_IN_ORDER,STOCK_DIFFERENCE,STOCK_LOCATION_PRIMARY,CALL_FOR_PRICE,DISABLE_ON_EMPTY,MANUFACTURER_ID,DELIVERY_ID,FREIGHT_ID,OUT_OF_STOCK_BUY,AUTO_STOCK,UNIT_ID,Number,SUPPLIER_NUMBER,EAN,PRODUCT_LINK,URL,WEIGHT,FOCUS_FRONTPAGE,FOCUS_CART,SORTING,LANGUAGE_LAYERS,USER_ACCESS,USERGROUP_ACCESS,RELATED_PRODUCT_IDS,RELATED_PRODUCT_NUMBERS,PRODUCT_ADDITIONAL_DATA_TYPES,PDF_FILES,DATE_ADDED,DATE_UPDATED,DELETE,DESCRIPTION_LIST_DK,DESCRIPTION_LIST_DK2,DESCRIPTION_LONG_DK,DESCRIPTION_LONG_DK2,DESCRIPTION_SHORT_DK,DESCRIPTION_SHORT_DK2,CATEGORY_ID,SUB_CATEGORY_ID,CATEGORY_SORTINGS,LIST_PRICE,BUY_PRICE,MIN_AMOUNT,PRICE,DISCOUNT,DISCOUNT_TYPE,DISCOUNT_GROUP,VAT_GROUP,PICTURES,URL_PICTURE,PICTURE_FOLDER,SEO_TITLE_DK,SEO_TITLE_DK2,SEO_DESCRIPTION_DK,SEO_DESCRIPTION_DK2,SEO_KEYWORDS_DK,SEO_KEYWORDS_DK2,SEO_LINK_DK,SEO_LINK_DK2,SEO_CANONICAL_DK,SEO_CANONICAL_DK2,VARIANT_ID,VARIANT_TYPES,CUSTOM_DATA_1_DK,CUSTOM_DATA_1_DK2,CUSTOM_DATA_2_DK,CUSTOM_DATA_2_DK2,CUSTOM_DATA_3_DK,CUSTOM_DATA_3_DK2,CUSTOM_DATA_4_DK,CUSTOM_DATA_4_DK2,CUSTOM_DATA_5_DK,CUSTOM_DATA_5_DK2,CUSTOM_DATA_6_DK,CUSTOM_DATA_6_DK2,EXTRA_BUY_CATEGORY_1,EXTRA_BUY_CATEGORY_2,PRICEINDEX_ANNONSFYND,PRICEINDEX_EDBPRISER,PRICEINDEX_FACEBOOK,PRICEINDEX_GOOGLE_ADWORDS,PRICEINDEX_KELKOO,PRICEINDEX_PRICERUNNER,PRICEINDEX_BRUGERDEFINERET_,EDBPRISER_ID,GOOGLE_CATEGORY_ID
26,"38,5cm",,,1,5,0,0,5,,,1,,standard,,,,7,7072,,3497999,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5118,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,39cm,,,0,1,0,0,1,,,1,,standard,,,,7,7073,,,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5119,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,41cm,,,1,2,0,0,2,,,1,,standard,,,,7,7074,,38949067,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5120,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,"44,5cm",,,0,1,0,0,1,,,1,,standard,,,,7,7075,,,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5121,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,44cm,,,1,-1,0,0,-1,,,1,,standard,,,,7,7076,,67112173,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5122,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,"48,5cm",,,1,4,0,0,4,,,1,,standard,,,,7,7077,,82505769,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5123,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,"49,5cm",,,0,1,0,0,1,,,1,,standard,,,,7,7078,,,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5124,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,53cm,,,1,0,0,0,0,,,1,,standard,,,,7,7079,,94181784,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5125,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,54cm,,,0,1,0,0,1,,,1,,standard,,,,7,7080,,,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5126,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,59cm,,,1,1,0,0,1,,,1,,standard,,,,7,7800,,92299214,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5127,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,63cm,,,1,3,0,0,3,,,1,,standard,,,,7,7801,,87612509,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5128,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,70cm,,,1,0,0,0,0,,,1,,standard,,,,7,7802,,92970274,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5129,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,74cm,,,0,1,0,0,1,,,1,,standard,,,,7,7803,,,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5130,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,75cm,,,1,9,0,0,9,,,1,,standard,,,,7,7804,,47869226,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5131,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,80cm,,,1,1,0,0,1,,,1,,standard,,,,7,7805,,51939861,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5132,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
26,"43,5cm",,,0,1,0,0,1,,,1,,standard,,,,7,7806,,,,,"0,09",,,0,,,,,,,,,,,,,,,,,,,,,0,1,125,0,a,,,,,,,,,,,,,,,,5446,46,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
28,Foamball Medium,Foamball Medium,0,1,3,0,0,3,0,0,1,0,standard,,1,0,7,9049,,8.73E+11,,/shop/91-bolde/28-foamball-medium/,"0,05",0,0,15,DK_1,,,,,,,11/12/2012 10:39,5/29/2023 15:13,,,,"<p>Foam Ball er fremstillet patenteret soft skum.Foam ball er særdelses velegnet til hvalpe, da det bløde materiale ikke kan forvolde hunden skader. Foam ball kan flyde.<br /> </p>","Foam Ball er fremstillet patenteret soft skum.Foam ball  er særdelses velegnet til hvalpe, da det bløde materiale ikke kan forvolde hunden skader. Foam ball kan flyde.<br /><br />Foam ball lille ø63mm<br />Foam ball stor ø90mm","<ul>	<li>Str medium (Ø 7cm)</li>	<li>Meget holdbar bold </li>	<li>Kan flyde</li>	<li>God til træning eller boldkast</li></ul>",,91,,,0,0,1,40,0,a,0,0,foamball-skumbold-hundeudstyr.jpg,/upload_dir/shop/foamball-skumbold-hundeudstyr.jpg,,Foamball,Foamball,Meget holdbar bold til træning og leg.,,"skumbold, skum bold, foamball, foam ball, hundelegetøj, hunde legetøj, hundebold, hunde bold, holdbar bold, legetøj der kan flyde, bold der kan flyde, flydende bold, flydende legetøj, bold, ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
31,Chuck it medium 2 stk,Chuckit ball medium 2 stk,0,1,14,0,0,14,0,0,1,0,standard,,1,0,7,9022,,6.60E+11,,/shop/91-bolde/31-chuck-it-medium-2-stk/,"0,2",0,0,1,DK_1,,,,,,,11/12/2012 10:39,7/5/2023 11:05,,,,"<p>Chuckit ball er lavet af naturgummi og er meget holdbar. De er lette at kaste, nemme at rengøre og kan flyde.</p>",Chuckit ball er næsten umulig at tygge i stykker.<br />Chuckit ball er let at kaste -Chuckit ball  hopper MEGET<br />Chuckit ball er nem at rengøre<br />Chuckit ball kan flyde<br />Chuckit ball er lavet af naturgummi<br />2stk pr pakke,"<ul>	<li>Holdbart materiale</li>	<li>Til hunde i medium størrelse</li>	<li>God til træning og leg</li>	<li>Kan flyde</li>	<li>Mål: Ø 6cm</li>	<li>2pak</li></ul>",,91,19,,0,0,1,90,0,a,0,0,chuck-it-bold-medium-2stk.jpg,/upload_dir/shop/chuck-it-bold-medium-2stk.jpg,,Chuckit ball medium 2 stk,Chuckit ball medium 2 stk,Meget holdbar Chuck it bold beregnet til alle typer hunde. God til træning og leg. ,,"bold, hundebold, hunde bold, hundelegetøj, hunde legetøj, legetøj til hund, bold til hund, hundeudstyr, hunde udstyr, udstyr til hund, træningsbold, trænings bold, hundetræningsudstyr, hundetrænings udstyr, holdbar bold, robust bold, chuck it, chuckit, chuck it bold, stor chuck it, stor bold, bold til store hunde, legetøj der kan flyde, flydende legetøj, bold der kan flyde, flydende bold, vandlegetøj, vand legetøj, vandbold, vand bold, bold til hund, bold til hunde, ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
35,Lydighedsfelt 3x3 m,GULT FELT 3x3 m,0,1,3,0,0,3,0,0,1,0,standard,,1,0,7,9061,,36473861,,/shop/150-diverse-udstyr/35-lydighedsfelt-3x3-m/,"0,5",0,0,30,DK_1,,,,,,,11/12/2012 10:39,5/29/2023 15:18,,,,,Gult felt 3x3 m som bruges til DKK træning<br /><br />,"<ul>	<li>Bruges til at markere et felt i blandt andet DKK lydighed</li>	<li>Med tilhørende pløkker</li>	<li>Nem at opsætte på græs, jord eller sand</li></ul>",,150,,,0,0,1,225,0,a,0,0,lydighedsfelt-3x3m.jpg,/upload_dir/shop/lydighedsfelt-3x3m.jpg,,GULT FELT 3x3 m,GULT FELT 3x3 m,Markering til felt i DKK lydighed. ,,"hundetræning, hunde træning, felt til lydighed, felt til hundetræning, felt til markering, felt til træning, felt, markering til lydighed, markering til felt, hundetræningsudstyr, hundetrænings udstyr, ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
36,Chuckit Erratic Medium 2stk,Erratic ball medium,0,1,3,0,0,3,0,0,1,0,standard,,1,0,7,9020,,6.60E+11,,/shop/91-bolde/36-chuckit-erratic-medium-2stk/,"0,23",0,0,11,DK_1,,,,,,,11/12/2012 10:39,7/5/2023 11:08,,,,<p>Sjov bold der hopper i uforudsigelige retninger når den rammer jorden. God til træning og leg. Bolden er meget holdbar og er velegnet til alle typer hunde.  </p>,"Stimulerende kantet bold, der hopper vilkårligt. Nemt at rengøre. Naturgummi. Ca. Ø 6,5cm<br />2 stk i pakke","<ul>	<li>Erratic bolden hopper i uforudsigelige retninger</li>	<li>God til træning og leg</li>	<li>2-pak</li>	<li>Mål: Ø 6,5cm<br />	 </li></ul>",<p>2-pak</p>,91,19,,0,0,1,75,0,a,0,0,chuck-it-erratic-ball-large-1.jpg,/upload_dir/shop/chuck-it-erratic-ball-large-1.jpg,,Erratic ball,Erratic ball,Chuck it bolde der er kantet så de hopper i uforudsigelige retninger. Gode til træning og leg. ,,"bold, hundebold, hunde bold, hundelegetøj, hunde legetøj, legetøj til hund, bold til hund, hundeudstyr, hunde udstyr, udstyr til hund, træningsbold, trænings bold, hundetræningsudstyr, hundetrænings udstyr, holdbar bold, robust bold, chuck it, chuckit, chuck it bold, erratic, erratic bold, chuck it erratic, kantet bold, chuck it kantet bold, grøn bold, ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
37,Chuckit Ball - Large,Chuckit ball large,0,0,1,0,0,1,0,0,0,0,standard,,1,0,7,9018,,6.60E+11,,/shop/91-bolde/37-chuckit-ball---large/,"0,14",0,0,2,DK_1,,,,,,,11/12/2012 10:39,9/3/2023 15:53,,,,"<p>Chuckit ball er lavet af naturgummi og er meget holdbar. De er lette at kaste, nemme at rengøre og kan flyde.</p>",Chuckit ball stor,"<ul>	<li>Holdbart materiale</li>	<li>Til store hunde</li>	<li>God til træning og leg</li>	<li>Kan flyde</li>	<li>Mål: Ø 7,5cm</li></ul>",,91,19,,0,0,1,95,0,a,0,0,../pics/Chuckit-ultraball-large.jpg,/upload_dir/shop/../pics/Chuckit-ultraball-large.jpg,,Chuckit ball stor,Chuckit ball stor,Meget holdbar Chuck it bold beregnet til store hunde. God til træning og leg. ,,"bold, hundebold, hunde bold, hundelegetøj, hunde legetøj, legetøj til hund, bold til hund, hundeudstyr, hunde udstyr, udstyr til hund, træningsbold, trænings bold, hundetræningsudstyr, hundetrænings udstyr, holdbar bold, robust bold, chuck it, chuckit, chuck it bold, stor chuck it, stor bold, bold til store hunde,  legetøj der kan flyde, flydende legetøj, bold der kan flyde, flydende bold, vandlegetøj, vand legetøj, vandbold, vand bold, bold til hund, bold til hunde, ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
38,Sporpinde,Spor stokke á 4 stk,0,0,0,0,0,0,0,0,0,0,standard,,1,0,7,,,,,/shop/185-spor/38-sporpinde/,"0,08",0,0,41,DK_1,,,1153|1806|1639|1769,5090|9075|9077|9076,,,11/12/2012 10:39,4/2/2023 16:46,,,,, Sæt á 4 stk assorteret farver,<p>Pinde til at markere spor. Flag til at sætte i toppen kan tilkøbes.</p><p>Assorteret farve</p>,<p>Pinde til at markere spor. Flag til at sætte i toppen kan tilkøbes.</p><p>Assorteret farve</p>,185,,,0,0,1,35,0,a,0,0,sporflag.webp,/upload_dir/shop/sporflag.webp,,Spor stokke,Spor stokke,,,"sporflag, sporstok, sporstokke, markeringsflag, sporflag, markeringsstok, ","sporflag, sporstok, sporstokke, markeringsflag, sporflag, markeringsstok, ",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
40,Kegle 40cm,Kegle 40cm ,0,1,2,0,0,2,0,0,1,0,standard,,1,0,7,9055,,67455966,,/shop/150-diverse-udstyr/40-kegle-40cm/,"0,33",0,0,29,DK_1,,,,,,,11/12/2012 10:39,7/10/2023 16:07,,,,,Med hul i toppen hvor der fx. kan lægges en bold.<br /><br />40 cm,"<ul>	<li>Kegler til eksempelvis lydighedstræning eller andre discipliner hvor der er brug for en kraftig markering</li>	<li>Kraftig kvalitet</li>	<li>Kan stables</li></ul>","<ul>	<li>Kegler til eksempelvis lydighedstræning eller andre discipliner hvor der er brug for en kraftig markering</li>	<li>Kraftig kvalitet</li>	<li>Kan stables</li></ul>",150,,,0,0,1,60,0,a,0,0,kegle-hundetraening-udstyr.jpg,/upload_dir/shop/kegle-hundetraening-udstyr.jpg,,Gule kegler 40cm,Gule kegler 40cm,Kegle til markering i eksempelvis lydighed eller rally. ,,"hundeudstyr, hundetræningsudstyr, hunde udstyr, hundetrænings udstyr, hundetræning, lydighed, udstyr til lydighed, kegle, kegler til træning, kegler til lydighed, kegler til hundetræning, plastickegle, plastic kegle, markeringsudstyr, markerings udstyr, kegle hund, 40cm kegle, kegle, ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
41,Kegler 28cm,Kegler 28cm,0,1,18,0,0,18,0,0,1,0,standard,,1,0,7,4444,,7.33E+12,,/shop/150-diverse-udstyr/41-kegler-28cm/,"0,14",0,0,28,DK_1,,,,,,,11/12/2012 10:39,7/10/2023 16:16,,,,,Med hul i toppen hvor der fx. kan lægges en bold.<br /><br />28 cm,"<ul>	<li>Kegler til eksempelvis lydighedstræning</li>	<li>Kraftig kvalitet</li>	<li>Kan stables</li>	<li>Farver: rød eller gul</li></ul><p> </p><p>bemærk: assorteret farve. Skriv til os hvis en bestemt farve ønskes.</p>","<ul>	<li>Kegler til eksempelvis lydighedstræning</li>	<li>Kraftig kvalitet</li>	<li>Kan stables</li>	<li>Vælg mellem rød eller gul</li></ul>",150,,,0,0,1,55,0,a,0,0,kegle-hundetraening-gul-udstyr.webp,/upload_dir/shop/kegle-hundetraening-gul-udstyr.webp,,Gule kegler 28cm,Gule kegler 28cm,Kegle til markering i eksempelvis lydighed eller rally. ,,"hundeudstyr, hundetræningsudstyr, hunde udstyr, hundetrænings udstyr, hundetræning, lydighed, udstyr til lydighed, kegle, kegler til træning, kegler til lydighed, kegler til hundetræning, plastickegle, plastic kegle, markeringsudstyr, markerings udstyr, kegle hund, 40cm kegle, kegle, ",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
46,Stålbur skråt,Stålbur,0,0,0,0,0,0,0,0,0,0,standard,,1,0,7,,,,,/shop/25-staalbure/46-staalbur-skraat/,0,0,0,2,DK_1,,,,,,,11/12/2012 10:39,12/1/2021 10:20,,<p>Leveringstid 6-10 hverdage</p>,<p>Leveringstid 6-10 hverdage</p>,"Hundbur svart<br /><br />1&nbsp;Skr&aring; side - Bilbur som passer i de fleste biler.&nbsp;Findes i sort. ! 1 d&oslash;r i begge ender<br /><br />&#9702;Strl. 1 77,5x48,5x57 cm<br />&#9702;Strl. 2 92,5x57,5x65,5 cm","Hundbur svart<br /><br />1&nbsp;Skr&aring; side - Bilbur som passer i de fleste biler.&nbsp;Findes i sort. ! 1 d&oslash;r i begge ender<br /><br />&#9702;Strl. 1 77,5x48,5x57 cm<br />&#9702;Strl. 2 92,5x57,5x65,5 cm",<p>Leveringstid 6-10 hverdage</p>,<p>Leveringstid 6-10 hverdage</p>,25,,23:45,0,0,1,680,0,a,0,0,46_65.jpg,/upload_dir/shop/46_65.jpg,,Stålbur,Stålbur,,,,,,,,,,5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
46,"77,5x48,5x57cm","77,5x48,5x57cm",,1,0,0,0,0,,,1,,0,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,1,680,0,a,,,,,,,,,,,,,,,,37,5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
46,"92,5x57,5x65,5cm","92,5x57,5x65,5cm",,1,0,0,0,0,,,1,,0,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,1,810,0,a,,,,,,,,,,,,,,,,38,5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
